Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T25433,2025-03-01,C2063,Coffee Machine,10.0,527.6393144588213,Pay Pal,Completed
T25434,2025-03-01,C675,Headphones,106.0,525.0927233314231,Cash,Pending
T25435,2025-03-01,C273,Smartphone,106.0,518.1524235021693,Cash,Failed
T25436,2024-01-01,C2467,Tablet,349.0,519.4941778243674,Pay Pal,Completed
T25437,2024-01-01,C3542,Coffee Machine,106.0,955.8998536405704,Credit Card,Completed
T25438,2025-03-01,C3813,Laptop,4.0,716.0256591413519,Pay Pal,Completed
T25439,2025-03-01,C2020,Laptop,3.0,525.4615540704654,Pay Pal,Failed
T25440,2024-01-01,C4956,Headphones,10.0,525.0927233314231,Credit Card,Pending
T25441,2024-01-01,C3842,Laptop,862.0,525.4615540704654,Credit Card,Pending
T25442,2025-03-01,C1633,Headphones,201.0,340.6334392601249,Credit Card,Failed
T25443,2023-06-13,C2571,Tablet,7.0,519.4941778243674,Pay Pal,Failed
T25444,2025-03-01,C611,Laptop,106.0,728.0385488511052,Credit Card,Completed
T25445,2024-01-01,C3566,Smartphone,557.0,167.79784306687185,Pay Pal,Completed
T96294,2025-03-01,C3436,Smartphone,106.0,518.1524235021693,Credit Card,Unknown
T25447,2023-04-26,C3058,Headphones,106.0,96.63303994903708,Pay Pal,Completed
T25448,2024-01-01,C4477,Headphones,141.0,525.0927233314231,Pay Pal,Completed
T25449,2024-01-01,C4894,Laptop,7.0,525.4615540704654,Pay Pal,Failed
T25450,2024-01-01,C099,Coffee Machine,106.0,527.6393144588213,Pay Pal,Unknown
T25451,2025-03-01,C1310,Laptop,5.0,525.4615540704654,Pay Pal,Pending
T25452,2024-01-01,C763,Tablet,4.0,519.4941778243674,Pay Pal,Completed
T25453,2025-03-01,C1112,Laptop,1.0,525.4615540704654,Credit Card,Completed
T25454,2025-03-01,C3776,Coffee Machine,5.0,527.6393144588213,Credit Card,Unknown
T25456,2023-05-11,C4271,Smartphone,106.0,518.1524235021693,Pay Pal,Completed
T25457,2024-01-01,C3621,Laptop,751.0,650.6840913848093,Pay Pal,Failed
T25460,2022-11-08,C482,Tablet,671.0,519.4941778243674,Pay Pal,Completed
T25461,2021-10-27,C2025,Tablet,106.0,941.700907233752,Credit Card,Failed
T25462,2024-01-01,C4158,Laptop,106.0,792.7776250547353,Cash,Completed
T25463,2024-01-01,C2628,Coffee Machine,3.0,527.6393144588213,Pay Pal,Completed
T25464,2025-03-01,C3142,Headphones,9.0,525.0927233314231,Credit Card,Pending
T25465,2025-03-01,C2646,Headphones,106.0,525.0927233314231,Credit Card,Pending
T25467,2025-03-01,C2368,Smartphone,600.0,367.9290396670595,Pay Pal,Pending
T25468,2023-09-16,C1900,Smartphone,106.0,415.292106817867,Pay Pal,Completed
T25470,2025-03-01,C609,Headphones,718.0,276.7487932540554,Pay Pal,Completed
T25471,2024-01-01,C2322,Laptop,165.0,955.9543477108044,Pay Pal,Pending
T25472,2025-03-01,C2971,Tablet,106.0,519.4941778243674,Cash,Completed
T25473,2020-07-07,C061,Laptop,124.0,525.4615540704654,Pay Pal,Completed
T59620,2020-09-11,C2871,Coffee Machine,10.0,527.6393144588213,Credit Card,Completed
T25478,2024-01-01,C3762,Laptop,732.0,557.2617168793026,Pay Pal,Pending
T25480,2024-01-01,C3743,Coffee Machine,3.0,607.8535185307009,Pay Pal,Failed
T25481,2025-03-01,C2728,Coffee Machine,106.0,591.8135889046092,Credit Card,Completed
T25482,2025-03-01,C3467,Coffee Machine,963.0,527.6393144588213,Cash,Completed
T25483,2024-01-01,C4473,Headphones,820.0,525.0927233314231,Credit Card,Completed
T25484,2025-03-01,C3224,Laptop,106.0,451.1179191904096,Credit Card,Pending
T25485,2022-08-02,C154,Laptop,6.0,525.4615540704654,Credit Card,Pending
T25486,2024-01-01,C465,Laptop,106.0,525.4615540704654,Cash,Pending
T25489,2023-05-21,C4058,Headphones,106.0,525.0927233314231,Credit Card,Completed
T25492,2025-03-01,C436,Smartphone,402.0,240.2756191730891,Credit Card,Completed
T25493,2024-01-01,C4053,Tablet,780.0,519.4941778243674,Cash,Completed
T25494,2024-01-01,C2961,Laptop,106.0,525.4615540704654,Credit Card,Unknown
T25496,2024-01-01,C1292,Smartphone,106.0,518.1524235021693,Cash,Unknown
T25497,2024-01-01,C4203,Tablet,895.0,163.69227967886144,Pay Pal,Failed
T25498,2024-01-01,C2757,Headphones,106.0,225.54490241662535,Pay Pal,Failed
T25499,2024-01-01,C370,Laptop,1.0,525.4615540704654,Pay Pal,Failed
T25500,2025-03-01,C1547,Headphones,177.0,525.0927233314231,Credit Card,Unknown
T25501,2025-03-01,C530,Tablet,160.0,292.0398027139223,Credit Card,Unknown
T25502,2020-06-18,C3578,Tablet,106.0,670.2505231259574,Credit Card,Completed
T25503,2020-03-02,C4540,Smartphone,8.0,511.8289804442624,Pay Pal,Completed
T25505,2024-01-01,C4542,Tablet,293.0,625.968322502654,Credit Card,Completed
T25506,2024-01-01,C4595,Headphones,7.0,525.0927233314231,Pay Pal,Failed
T25507,2021-11-28,C1538,Headphones,106.0,525.0927233314231,Pay Pal,Failed
T25508,2025-01-07,C1441,Tablet,7.0,519.4941778243674,Credit Card,Pending
T25509,2024-01-01,C3669,Laptop,4.0,770.2332339621536,Cash,Completed
T25510,2025-03-01,C1890,Coffee Machine,106.0,527.6393144588213,Credit Card,Pending
T25511,2023-03-09,C4667,Tablet,141.0,519.4941778243674,Credit Card,Failed
T25513,2025-03-01,C1057,Headphones,106.0,525.0927233314231,Credit Card,Completed
T25514,2025-03-01,C1340,Tablet,993.0,519.4941778243674,Credit Card,Failed
T25515,2025-03-01,C3536,Headphones,106.0,525.0927233314231,Cash,Completed
T25516,2025-03-01,C3745,Smartphone,741.0,518.1524235021693,Credit Card,Pending
T25517,2021-01-27,C1376,Headphones,106.0,525.0927233314231,Credit Card,Pending
T25518,2025-03-01,C1297,Smartphone,106.0,750.0395286205561,Pay Pal,Completed
T25519,2021-03-01,C3323,Smartphone,134.0,518.1524235021693,Cash,Completed
T25520,2025-03-01,C3952,Laptop,1.0,525.4615540704654,Credit Card,Completed
T25522,2024-01-01,C3833,Coffee Machine,106.0,527.6393144588213,Credit Card,Pending
T25523,2025-03-01,C3017,Smartphone,106.0,430.82724313912126,Credit Card,Pending
T25524,2021-08-26,C2936,Coffee Machine,106.0,527.6393144588213,Pay Pal,Failed
T25525,2025-03-01,C029,Headphones,106.0,525.0927233314231,Pay Pal,Unknown
T25526,2025-03-01,C1127,Headphones,596.0,525.0927233314231,Credit Card,Completed
T25527,2024-01-01,C311,Coffee Machine,106.0,527.6393144588213,Cash,Completed
T25528,2022-06-06,C4798,Smartphone,106.0,682.3835324206729,Credit Card,Completed
T25529,2025-03-01,C4148,Coffee Machine,4.0,527.6393144588213,Credit Card,Unknown
T25530,2025-03-01,C4262,Smartphone,106.0,518.1524235021693,Credit Card,Unknown
T25531,2024-03-02,C3963,Tablet,308.0,308.32359609702274,Credit Card,Pending
T25532,2024-01-01,C1818,Coffee Machine,106.0,718.1489892447023,Credit Card,Unknown
T25533,2024-01-01,C3112,Tablet,1.0,631.5127783401377,Credit Card,Completed
T25535,2024-01-01,C2958,Coffee Machine,2.0,527.6393144588213,Credit Card,Completed
T25536,2024-01-01,C1671,Laptop,106.0,525.4615540704654,Pay Pal,Completed
T25537,2021-05-07,C3699,Coffee Machine,106.0,804.5710516039488,Pay Pal,Unknown
T25538,2025-03-01,C278,Tablet,995.0,85.66786640940784,Cash,Unknown
T25539,2025-03-01,C2623,Headphones,4.0,705.6483888753218,Cash,Pending
T25540,2024-01-01,C4091,Smartphone,4.0,989.6705563448128,Credit Card,Completed
T25541,2025-03-01,C432,Coffee Machine,734.0,527.6393144588213,Pay Pal,Pending
T25542,2025-03-01,C473,Headphones,2.0,525.0927233314231,Pay Pal,Pending
T25543,2024-10-20,C1620,Tablet,9.0,519.4941778243674,Pay Pal,Pending
T25544,2020-03-31,C242,Laptop,243.0,525.4615540704654,Pay Pal,Completed
T25545,2024-11-08,C3895,Smartphone,106.0,518.1524235021693,Pay Pal,Failed
T25546,2025-03-01,C2747,Laptop,106.0,525.4615540704654,Cash,Pending
T25547,2025-03-01,C3820,Smartphone,8.0,518.1524235021693,Credit Card,Completed
T25548,2024-01-27,C2180,Smartphone,106.0,518.1524235021693,Credit Card,Completed
T25549,2023-11-30,C2508,Tablet,6.0,519.4941778243674,Credit Card,Pending
T25551,2024-01-01,C2451,Laptop,106.0,632.2390011489185,Credit Card,Completed
T25552,2022-09-06,C162,Tablet,106.0,698.322584442677,Credit Card,Unknown
T25553,2024-01-01,C3778,Headphones,106.0,525.0927233314231,Pay Pal,Failed
T25554,2021-08-08,C2146,Coffee Machine,2.0,879.557984687072,Pay Pal,Failed
T25556,2024-01-01,C1328,Laptop,10.0,525.4615540704654,Cash,Failed
T25557,2022-10-03,C4434,Laptop,281.0,525.4615540704654,Cash,Completed
T25558,2025-03-01,C4351,Headphones,135.0,525.0927233314231,Cash,Pending
T25560,2022-11-30,C2087,Headphones,8.0,525.0927233314231,Credit Card,Completed
T25561,2024-01-01,C223,Laptop,7.0,525.4615540704654,Pay Pal,Completed
T25562,2023-08-02,C4286,Tablet,106.0,839.3630731331476,Credit Card,Completed
T25563,2025-03-01,C924,Headphones,6.0,459.65193469409047,Pay Pal,Completed
T25564,2025-03-01,C140,Headphones,5.0,525.0927233314231,Credit Card,Unknown
T25565,2022-01-09,C819,Coffee Machine,414.0,527.6393144588213,Pay Pal,Completed
T25567,2025-03-01,C4580,Tablet,287.0,828.42,Pay Pal,Failed
T25568,2025-03-01,C239,Coffee Machine,941.0,527.6393144588213,Credit Card,Completed
T25569,2020-12-28,C4828,Headphones,7.0,525.0927233314231,Credit Card,Completed
T25570,2025-03-01,C2156,Smartphone,106.0,602.2026070689144,Pay Pal,Pending
T25571,2023-08-11,C3464,Coffee Machine,106.0,527.6393144588213,Credit Card,Completed
T25572,2022-11-29,C3467,Laptop,3.0,525.4615540704654,Pay Pal,Completed
T25573,2020-01-02,C984,Coffee Machine,106.0,527.6393144588213,Pay Pal,Pending
T25574,2024-01-01,C4524,Headphones,9.0,160.03182162724073,Credit Card,Completed
T25575,2020-03-24,C3317,Tablet,454.0,519.4941778243674,Credit Card,Failed
T25577,2025-03-01,C1728,Laptop,970.0,525.4615540704654,Credit Card,Pending
T25578,2025-03-01,C876,Laptop,767.0,525.4615540704654,Credit Card,Unknown
T25580,2025-03-01,C3178,Headphones,8.0,525.0927233314231,Pay Pal,Completed
T25581,2023-12-23,C2447,Tablet,286.0,106.98525919847556,Cash,Unknown
T25582,2022-06-18,C4135,Laptop,106.0,525.4615540704654,Credit Card,Pending
T25583,2025-03-01,C3615,Smartphone,505.0,401.5960083743827,Cash,Completed
T25584,2025-03-01,C4592,Smartphone,294.0,518.1524235021693,Credit Card,Failed
T25585,2024-01-01,C4316,Smartphone,8.0,518.1524235021693,Credit Card,Completed
T25586,2023-01-10,C1606,Coffee Machine,1.0,203.94,Cash,Unknown
T25587,2025-03-01,C116,Laptop,4.0,411.29465441092015,Pay Pal,Completed
T25588,2021-02-19,C4334,Tablet,106.0,519.4941778243674,Pay Pal,Completed
T25590,2025-03-01,C2704,Tablet,106.0,484.4018423707314,Credit Card,Pending
T25591,2023-07-30,C484,Smartphone,106.0,916.1199815917269,Credit Card,Completed
T25595,2025-03-01,C1702,Laptop,846.0,525.4615540704654,Pay Pal,Completed
T25596,2024-01-01,C2072,Laptop,1.0,525.4615540704654,Credit Card,Unknown
T25597,2024-01-01,C4617,Smartphone,2.0,518.1524235021693,Pay Pal,Failed
T25598,2025-03-01,C2103,Laptop,326.0,525.4615540704654,Pay Pal,Completed
T25600,2025-03-01,C4174,Laptop,197.0,164.11849206903202,Credit Card,Pending
T25601,2025-03-01,C4327,Tablet,106.0,519.4941778243674,Pay Pal,Completed
T25603,2024-01-01,C486,Tablet,761.0,519.4941778243674,Pay Pal,Completed
T25604,2021-10-31,C4856,Tablet,779.0,519.4941778243674,Pay Pal,Completed
T25605,2024-01-01,C2249,Laptop,952.0,525.4615540704654,Pay Pal,Unknown
T25606,2024-01-01,C916,Tablet,478.0,827.4331877770319,Pay Pal,Failed
T25607,2025-03-01,C4330,Smartphone,231.0,518.1524235021693,Pay Pal,Failed
T25608,2025-03-01,C1148,Smartphone,106.0,518.1524235021693,Cash,Unknown
T25609,2025-03-01,C3637,Smartphone,106.0,480.8990730017189,Pay Pal,Unknown
T25610,2024-01-01,C4576,Headphones,154.0,138.2038755275877,Pay Pal,Completed
T25612,2024-01-01,C2160,Coffee Machine,2.0,527.6393144588213,Cash,Completed
T25613,2022-02-16,C1104,Headphones,3.0,438.6777118431859,Cash,Failed
T25614,2025-03-01,C1944,Smartphone,128.0,448.9275009363499,Pay Pal,Failed
T25616,2025-03-01,C2152,Smartphone,6.0,518.1524235021693,Cash,Completed
T25618,2025-01-19,C4652,Tablet,106.0,519.4941778243674,Credit Card,Unknown
T25619,2023-10-19,C1629,Tablet,106.0,590.001353315922,Pay Pal,Completed
T25621,2025-03-01,C4970,Tablet,106.0,519.4941778243674,Credit Card,Completed
T25622,2025-03-01,C3416,Tablet,129.0,669.39,Cash,Completed
T25624,2024-10-02,C1949,Coffee Machine,106.0,527.6393144588213,Credit Card,Pending
T25625,2025-03-01,C2343,Laptop,724.0,525.4615540704654,Pay Pal,Completed
T25627,2024-01-01,C1578,Coffee Machine,106.0,527.6393144588213,Cash,Completed
T25628,2024-05-18,C185,Coffee Machine,8.0,502.3218205045896,Cash,Failed
T25629,2025-03-01,C3691,Laptop,106.0,525.4615540704654,Pay Pal,Completed
T25630,2025-03-01,C4156,Tablet,106.0,391.75930687944657,Pay Pal,Pending
T25631,2024-01-01,C2494,Headphones,106.0,525.0927233314231,Credit Card,Completed
T25632,2025-03-01,C545,Laptop,10.0,525.4615540704654,Credit Card,Completed
T25636,2025-03-01,C1316,Tablet,106.0,519.4941778243674,Pay Pal,Unknown
T25637,2024-01-01,C4388,Laptop,993.0,525.4615540704654,Credit Card,Completed
T25638,2022-11-16,C3932,Tablet,6.0,519.4941778243674,Pay Pal,Completed
T25639,2025-03-01,C407,Tablet,1.0,519.4941778243674,Credit Card,Unknown
T25640,2025-03-01,C3214,Smartphone,2.0,750.58554479472,Pay Pal,Completed
T25641,2025-03-01,C2324,Headphones,106.0,525.0927233314231,Pay Pal,Unknown
T25642,2025-01-27,C924,Coffee Machine,929.0,527.6393144588213,Credit Card,Unknown
T25643,2025-03-01,C2569,Tablet,429.0,519.4941778243674,Pay Pal,Failed
T25644,2024-01-01,C4295,Smartphone,9.0,518.1524235021693,Pay Pal,Completed
T25645,2025-03-01,C3372,Smartphone,8.0,518.1524235021693,Pay Pal,Unknown
T25646,2024-08-12,C057,Headphones,106.0,360.23,Pay Pal,Failed
T25647,2025-03-01,C2338,Headphones,705.0,355.24,Pay Pal,Pending
T25648,2021-09-04,C1372,Laptop,106.0,347.150099619184,Credit Card,Completed
T25649,2023-02-12,C1235,Smartphone,338.0,254.2323289415612,Credit Card,Completed
T25650,2024-01-01,C4025,Coffee Machine,8.0,527.6393144588213,Credit Card,Pending
T25651,2024-01-01,C884,Tablet,106.0,519.4941778243674,Credit Card,Failed
T25653,2025-03-01,C4839,Tablet,3.0,943.220824637793,Pay Pal,Completed
T25654,2021-06-10,C1714,Coffee Machine,106.0,527.6393144588213,Cash,Unknown
T25655,2025-03-01,C337,Tablet,817.0,519.4941778243674,Pay Pal,Completed
T25657,2025-03-01,C4314,Coffee Machine,3.0,527.6393144588213,Pay Pal,Failed
T25660,2025-03-01,C1455,Tablet,7.0,519.4941778243674,Credit Card,Completed
T25661,2024-09-06,C2747,Tablet,224.0,345.9144723272093,Credit Card,Completed
T25662,2024-01-01,C4357,Headphones,207.0,789.3663233294163,Pay Pal,Failed
T25663,2021-01-04,C3068,Tablet,5.0,752.7452516575445,Pay Pal,Unknown
T25664,2025-03-01,C1751,Smartphone,10.0,518.1524235021693,Pay Pal,Unknown
T25665,2025-01-24,C2339,Laptop,339.0,525.4615540704654,Cash,Completed
T25666,2025-03-01,C663,Headphones,549.0,734.63,Pay Pal,Completed
T25667,2024-01-01,C973,Smartphone,106.0,518.1524235021693,Pay Pal,Completed
T25668,2023-01-23,C4554,Coffee Machine,875.0,764.0054584901212,Credit Card,Completed
T25669,2020-07-18,C3465,Coffee Machine,106.0,502.3140903282814,Pay Pal,Completed
T25670,2024-03-08,C133,Laptop,227.0,329.83243518126045,Pay Pal,Completed
T25671,2022-03-23,C471,Tablet,106.0,519.4941778243674,Pay Pal,Completed
T25673,2025-03-01,C4437,Smartphone,8.0,130.9890861394647,Pay Pal,Unknown
T25674,2024-09-18,C1716,Tablet,277.0,519.4941778243674,Credit Card,Unknown
T25675,2024-01-01,C639,Tablet,993.0,519.4941778243674,Credit Card,Pending
T25676,2024-01-01,C1425,Smartphone,106.0,518.1524235021693,Pay Pal,Completed
T25678,2025-03-01,C2286,Coffee Machine,5.0,527.6393144588213,Credit Card,Completed
T25679,2024-01-01,C3622,Laptop,106.0,555.8133751700359,Cash,Completed
T25680,2024-01-01,C2605,Headphones,106.0,525.0927233314231,Credit Card,Completed
T25681,2024-01-01,C3292,Laptop,4.0,525.4615540704654,Cash,Completed
T25682,2024-01-01,C799,Tablet,106.0,519.4941778243674,Credit Card,Completed
T25683,2025-03-01,C1626,Laptop,106.0,525.4615540704654,Credit Card,Failed
T25685,2025-03-01,C2801,Coffee Machine,371.0,527.6393144588213,Credit Card,Failed
T25686,2025-03-01,C2115,Coffee Machine,10.0,527.6393144588213,Credit Card,Failed
T25687,2020-06-05,C4771,Headphones,2.0,941.7587962400144,Cash,Failed
T25688,2024-03-01,C2675,Coffee Machine,106.0,405.81303075117927,Credit Card,Completed
T25689,2024-01-01,C139,Laptop,5.0,525.4615540704654,Pay Pal,Completed
T25690,2024-01-01,C4479,Coffee Machine,533.0,463.0069803205454,Pay Pal,Completed
T25692,2024-01-01,C1679,Smartphone,106.0,518.1524235021693,Credit Card,Pending
T25693,2025-03-01,C3680,Tablet,6.0,519.4941778243674,Credit Card,Completed
T25694,2025-03-01,C3226,Tablet,5.0,519.4941778243674,Credit Card,Failed
T25695,2024-01-01,C2351,Smartphone,6.0,518.1524235021693,Pay Pal,Unknown
T25696,2024-01-01,C3051,Smartphone,106.0,224.31352357518185,Credit Card,Pending
T25697,2025-03-01,C1939,Laptop,3.0,525.4615540704654,Pay Pal,Unknown
T25698,2024-01-01,C1789,Laptop,106.0,525.4615540704654,Credit Card,Unknown
T25699,2024-05-21,C1662,Laptop,106.0,525.4615540704654,Pay Pal,Failed
T25701,2021-11-05,C1686,Tablet,106.0,519.4941778243674,Pay Pal,Completed
T25702,2025-03-01,C3328,Smartphone,106.0,693.604624364813,Pay Pal,Failed
T25703,2025-03-01,C692,Headphones,106.0,880.536071742077,Credit Card,Unknown
T25704,2022-07-29,C2248,Coffee Machine,106.0,527.6393144588213,Credit Card,Completed
T25705,2025-03-01,C775,Headphones,106.0,525.0927233314231,Credit Card,Completed
T25706,2024-04-11,C1625,Smartphone,5.0,492.908249962264,Pay Pal,Completed
T25707,2025-03-01,C4443,Headphones,915.0,823.1220925618097,Credit Card,Completed
T25708,2024-01-01,C3499,Tablet,4.0,519.4941778243674,Pay Pal,Unknown
T25709,2024-01-01,C4113,Tablet,402.0,519.4941778243674,Credit Card,Completed
T25710,2020-10-31,C3818,Tablet,181.0,519.4941778243674,Pay Pal,Completed
T25711,2024-01-01,C1786,Headphones,562.0,962.2538101662147,Credit Card,Completed
T25712,2024-01-01,C2014,Tablet,106.0,519.4941778243674,Credit Card,Completed
T25713,2024-01-01,C1442,Tablet,8.0,519.4941778243674,Credit Card,Unknown
T25716,2024-03-23,C4543,Laptop,106.0,525.4615540704654,Credit Card,Completed
T25717,2024-01-01,C3772,Tablet,9.0,519.4941778243674,Pay Pal,Failed
T25718,2020-11-25,C3703,Tablet,6.0,519.4941778243674,Credit Card,Failed
T25719,2025-03-01,C476,Tablet,106.0,519.4941778243674,Credit Card,Completed
T25720,2024-01-01,C917,Laptop,10.0,525.4615540704654,Credit Card,Completed
T25721,2022-09-19,C3977,Laptop,9.0,525.4615540704654,Credit Card,Completed
T25723,2023-02-10,C3609,Laptop,106.0,525.4615540704654,Pay Pal,Completed
T25724,2024-01-01,C4479,Coffee Machine,106.0,527.6393144588213,Credit Card,Unknown
T25725,2025-03-01,C3835,Headphones,106.0,525.0927233314231,Pay Pal,Completed
T25726,2020-03-29,C2276,Coffee Machine,410.0,527.6393144588213,Cash,Completed
T25727,2024-12-26,C3505,Laptop,106.0,232.28753216666837,Cash,Unknown
T25728,2024-01-01,C652,Smartphone,9.0,471.09547543980665,Credit Card,Completed
T25729,2025-03-01,C4788,Laptop,106.0,757.4587773330683,Pay Pal,Completed
T25730,2022-06-15,C1578,Coffee Machine,106.0,527.6393144588213,Credit Card,Completed
T25731,2024-01-01,C1028,Coffee Machine,106.0,527.6393144588213,Credit Card,Completed
T25732,2024-01-01,C581,Tablet,106.0,519.4941778243674,Credit Card,Completed
T25733,2020-09-20,C2818,Tablet,756.0,519.4941778243674,Cash,Completed
T25735,2022-09-14,C3987,Tablet,273.0,252.87,Pay Pal,Completed
T25736,2025-03-01,C1514,Smartphone,106.0,518.1524235021693,Pay Pal,Completed
T25737,2023-01-29,C2759,Coffee Machine,106.0,527.6393144588213,Pay Pal,Completed
T25738,2025-03-01,C931,Coffee Machine,717.0,527.6393144588213,Pay Pal,Failed
T25739,2025-03-01,C543,Laptop,962.0,525.4615540704654,Pay Pal,Completed
T25740,2020-09-15,C3491,Laptop,106.0,525.4615540704654,Credit Card,Completed
T25741,2022-02-01,C2763,Tablet,283.0,519.4941778243674,Credit Card,Completed
T25742,2023-10-14,C056,Headphones,106.0,763.5172720861356,Credit Card,Unknown
T25743,2025-03-01,C3375,Coffee Machine,106.0,527.6393144588213,Cash,Completed
T25745,2024-01-01,C4424,Headphones,106.0,525.0927233314231,Pay Pal,Unknown
T25746,2024-01-01,C2278,Laptop,7.0,525.4615540704654,Credit Card,Unknown
T25748,2024-01-01,C2073,Laptop,106.0,53.71342703260055,Pay Pal,Pending
T25750,2025-03-01,C4591,Coffee Machine,165.0,527.6393144588213,Cash,Pending
T25751,2024-01-01,C389,Coffee Machine,1.0,527.6393144588213,Credit Card,Failed
T25753,2025-03-01,C3707,Smartphone,106.0,518.1524235021693,Pay Pal,Unknown
T25755,2024-01-01,C2599,Tablet,631.0,577.0107486979306,Credit Card,Failed
T25756,2021-12-02,C607,Laptop,753.0,525.4615540704654,Credit Card,Completed
T25757,2024-01-01,C2330,Smartphone,590.0,518.1524235021693,Credit Card,Unknown
T25758,2024-01-01,C1784,Laptop,392.0,203.98573158207907,Credit Card,Pending
T25759,2023-07-15,C3405,Laptop,106.0,427.4509923087618,Pay Pal,Completed
T25760,2024-01-01,C4119,Laptop,8.0,525.4615540704654,Credit Card,Completed
T25761,2025-03-01,C1597,Tablet,106.0,519.4941778243674,Credit Card,Completed
T25762,2024-01-01,C1240,Laptop,106.0,525.4615540704654,Credit Card,Completed
T25763,2020-07-07,C083,Headphones,106.0,525.0927233314231,Cash,Completed
T25764,2025-03-01,C4224,Smartphone,4.0,518.1524235021693,Credit Card,Completed
T25765,2024-01-01,C2824,Headphones,736.0,63.12606380548991,Credit Card,Pending
T25766,2025-03-01,C154,Laptop,329.0,525.4615540704654,Credit Card,Completed
T25768,2025-03-01,C4848,Laptop,5.0,525.4615540704654,Cash,Unknown
T25769,2025-03-01,C3184,Headphones,8.0,525.0927233314231,Credit Card,Completed
T25771,2022-07-13,C3966,Smartphone,582.0,518.1524235021693,Pay Pal,Completed
T25772,2020-08-27,C3305,Smartphone,8.0,518.1524235021693,Pay Pal,Failed
T25773,2024-01-01,C3600,Headphones,106.0,525.0927233314231,Credit Card,Completed
T25774,2024-01-01,C3134,Headphones,106.0,525.0927233314231,Credit Card,Completed
T25775,2024-01-01,C4438,Tablet,4.0,934.8476382459564,Pay Pal,Completed
T25776,2022-12-16,C397,Smartphone,515.0,518.1524235021693,Pay Pal,Failed
T25777,2024-01-01,C3864,Smartphone,1.0,518.1524235021693,Pay Pal,Completed
T25778,2025-03-01,C301,Laptop,548.0,815.0940302058008,Pay Pal,Unknown
T25779,2024-01-01,C1218,Laptop,508.0,525.4615540704654,Credit Card,Completed
T25780,2025-03-01,C2991,Headphones,271.0,525.0927233314231,Credit Card,Completed
T25781,2024-01-01,C1164,Coffee Machine,460.0,748.3938507964757,Credit Card,Pending
T25782,2024-04-28,C4081,Laptop,2.0,525.4615540704654,Pay Pal,Completed
T25784,2020-04-24,C4346,Coffee Machine,706.0,527.6393144588213,Pay Pal,Completed
T25786,2024-01-01,C1449,Tablet,106.0,519.4941778243674,Credit Card,Unknown
T25787,2025-03-01,C4532,Smartphone,6.0,386.7495613830497,Credit Card,Failed
T25788,2022-01-03,C185,Headphones,106.0,444.9769068832076,Cash,Failed
T25789,2023-02-08,C4233,Coffee Machine,7.0,166.43004756585168,Credit Card,Completed
T25790,2025-03-01,C2152,Headphones,8.0,525.0927233314231,Credit Card,Completed
T25791,2024-06-21,C3809,Smartphone,334.0,518.1524235021693,Pay Pal,Completed
T25792,2024-01-01,C1450,Laptop,106.0,446.9529143198656,Pay Pal,Pending
T25793,2024-03-10,C1965,Headphones,684.0,906.8269062416724,Credit Card,Completed
T25794,2024-01-01,C3022,Headphones,4.0,525.0927233314231,Cash,Completed
T25795,2022-05-12,C3103,Headphones,3.0,525.0927233314231,Credit Card,Failed
T25796,2022-08-22,C1555,Tablet,106.0,519.4941778243674,Pay Pal,Completed
T25797,2024-01-01,C1765,Smartphone,467.0,716.3352227076766,Pay Pal,Completed
T25798,2025-03-01,C1537,Laptop,144.0,760.8562907065603,Pay Pal,Completed
T25799,2024-01-01,C192,Headphones,947.0,525.0927233314231,Credit Card,Pending
T25801,2025-03-01,C626,Smartphone,10.0,518.1524235021693,Cash,Completed
T25802,2024-01-01,C144,Smartphone,10.0,518.1524235021693,Pay Pal,Unknown
T25803,2025-03-01,C4623,Headphones,106.0,525.0927233314231,Pay Pal,Pending
T25804,2025-03-01,C3368,Headphones,851.0,110.405259601176,Cash,Failed
T25805,2024-03-19,C4948,Headphones,596.0,525.0927233314231,Cash,Failed
T25806,2024-01-01,C3384,Coffee Machine,6.0,527.6393144588213,Credit Card,Failed
T25807,2024-01-01,C4336,Smartphone,199.0,518.1524235021693,Credit Card,Completed
T25808,2024-01-01,C4626,Smartphone,106.0,518.1524235021693,Cash,Pending
T25809,2024-01-01,C3387,Coffee Machine,106.0,527.6393144588213,Pay Pal,Pending
T25810,2024-01-01,C158,Headphones,432.0,525.0927233314231,Pay Pal,Completed
T25812,2024-01-17,C3864,Headphones,5.0,650.9194070164166,Pay Pal,Failed
T25813,2025-03-01,C833,Laptop,106.0,525.4325536589649,Credit Card,Completed
T25814,2025-03-01,C3578,Headphones,106.0,525.0927233314231,Cash,Completed
T25815,2025-03-01,C2870,Laptop,106.0,525.4615540704654,Pay Pal,Unknown
T25816,2025-03-01,C4467,Laptop,2.0,754.41,Credit Card,Completed
T25817,2025-03-01,C1574,Smartphone,10.0,240.1788283934526,Pay Pal,Unknown
T25818,2024-01-01,C3529,Coffee Machine,634.0,246.66140702639171,Credit Card,Completed
T25819,2021-03-15,C2614,Headphones,8.0,525.0927233314231,Pay Pal,Unknown
T25820,2024-09-21,C4132,Laptop,256.0,525.4615540704654,Pay Pal,Completed
T25821,2024-06-28,C2972,Smartphone,106.0,518.1524235021693,Pay Pal,Completed
T25822,2024-01-01,C028,Tablet,996.0,519.4941778243674,Pay Pal,Pending
