transaction_id,transaction_date,account_type,transaction_type,amount,currency,merchant_category,region,status,is_flagged
TXN-2359686,2023-12-26,NRE,Purchase,49770.37,INR,Utilities,East,Failed,0
TXN-3579517,2024-02-28,Credit Card,Purchase,72902.18,INR,Electronics,West,Completed,0
TXN-7675500,2024-03-22,Savings,Fee,1763.41,INR,,North-East,Completed,0
TXN-7867299,2023-04-19,Current,Refund,59423.03,INR,Utilities,South,Completed,0
TXN-9046408,2023-03-26,Salary,Withdrawal,114411.51,INR,Dining,Central,Completed,0
TXN-1036705,2023-05-13,Current,Purchase,37509.65,INR,Healthcare,North,Completed,0
TXN-4664350,2023-10-25,NRE,Fee,41206.37,INR,Electronics,West,Completed,0
TXN-9057056,2024-03-13,Salary,Purchase,55108.93,INR,Dining,West,Completed,0
TXN-4853010,2023-01-29,NRE,Transfer,53976.56,INR,Fuel,South,Completed,0
TXN-3106946,2024-07-23,Savings,Transfer,127389.2,INR,Fuel,West,Completed,1
TXN-5216828,2023-11-06,Current,Withdrawal,89634.64,INR,Travel,International,Completed,0
TXN-7394512,2023-07-22,Current,Withdrawal,50474.01,INR,Electronics,Central,Pending,0
TXN-8811111,2024-07-24,NRE,Purchase,76072.68,INR,Grocery,East,Completed,0
TXN-6494810,2024-08-30,Salary,Deposit,37055.9,INR,Dining,East,Completed,0
TXN-9659995,2023-08-21,NRE,Fee,5761.42,INR,Healthcare,North-East,Completed,0
TXN-3265614,2024-05-10,NRE,Purchase,23804.99,INR,Fuel,Central,Completed,0
TXN-8358981,2023-03-21,Savings,Purchase,143574.75,INR,Fuel,West,Completed,0
TXN-8098939,2024-08-15,NRE,Fee,46669.78,INR,Utilities,International,Completed,0
TXN-5769678,2024-12-29,NRE,Refund,10389.15,INR,Dining,North-East,Completed,0
TXN-8595784,2024-07-26,Savings,Purchase,113023.93,INR,Travel,North-East,Pending,0
TXN-7589801,2023-05-09,NRE,Withdrawal,92496.29,INR,Healthcare,North,Completed,0
TXN-9670008,2023-04-12,Savings,Fee,49795.69,INR,Fuel,South,Completed,0
TXN-6112301,2024-03-20,NRE,Purchase,4517.13,INR,Travel,North-East,Pending,0
TXN-9100740,2024-12-18,Salary,Fee,8238.31,INR,Dining,Central,Completed,0
TXN-9054452,2024-08-13,Credit Card,Transfer,95690.91,INR,Utilities,Central,Pending,0
TXN-6309736,2024-08-16,Current,Deposit,65939.06,INR,Healthcare,West,Completed,0
TXN-3959228,2023-12-13,Current,Deposit,38103.73,INR,Healthcare,International,Completed,0
TXN-5919070,2023-05-17,NRE,Deposit,90356.99,INR,Utilities,Central,Completed,0
TXN-5213435,2024-04-27,Current,Withdrawal,103470.85,INR,Electronics,North-East,Completed,0
TXN-2987398,2023-05-02,Current,Purchase,66235.05,INR,Online Shopping,International,Completed,0
TXN-2413416,2024-05-30,Current,Fee,43370.95,INR,Education,North,Completed,0
TXN-6777145,2023-12-27,NRE,Withdrawal,29335.32,INR,Electronics,North-East,Completed,0
TXN-6281000,2023-08-26,NRE,Withdrawal,131649.99,INR,Dining,Central,Completed,0
TXN-1981363,2023-09-22,Current,Refund,80158.53,INR,Dining,West,Failed,0
TXN-3036111,2023-12-09,Current,Transfer,132463.74,INR,,International,Completed,0
TXN-8663240,2024-12-17,NRE,Withdrawal,34972.64,INR,Online Shopping,International,Completed,0
TXN-1196709,2023-02-18,Savings,Refund,88956.09,INR,Online Shopping,West,Completed,0
TXN-7759841,2024-06-06,NRE,Fee,87495.66,INR,Grocery,East,Completed,0
TXN-6280123,2024-12-09,Current,Deposit,4404.58,INR,Online Shopping,Central,Completed,0
TXN-1443987,2024-02-09,Current,Transfer,45236.82,INR,Fuel,International,Completed,0
TXN-5671385,2024-03-07,Savings,Fee,60038.22,INR,Electronics,International,Completed,0
TXN-3291859,2024-05-03,Savings,Transfer,79086.68,INR,Grocery,International,Completed,0
TXN-4829799,2023-06-20,NRE,Fee,17824.87,INR,Travel,East,Completed,0
TXN-7105664,2023-04-23,Current,Transfer,46065.75,INR,Dining,International,Completed,0
TXN-2824779,2023-09-03,Current,Fee,134430.94,INR,Utilities,North-East,Completed,0
TXN-5463732,2023-01-02,Credit Card,Fee,72734.6,INR,Travel,South,Pending,0
TXN-7981833,2024-12-13,Credit Card,Refund,36656.27,INR,Utilities,International,Completed,0
TXN-7837764,2023-07-08,Credit Card,Purchase,137900.53,INR,Entertainment,East,Completed,0
TXN-2453810,2024-05-09,Savings,Purchase,129326.14,INR,Education,International,Completed,0
TXN-2187785,2024-07-14,Current,Fee,97539.0,INR,Dining,South,Completed,0
TXN-4065426,2024-05-29,Salary,Withdrawal,127202.64,INR,Dining,International,Completed,0
TXN-9491925,2023-08-26,Credit Card,Withdrawal,20131.22,INR,Dining,South,Completed,0
TXN-9435325,2024-05-11,Current,Fee,94034.85,INR,Electronics,North-East,Completed,0
TXN-6800522,2023-04-30,Salary,Transfer,106273.71,INR,Online Shopping,North-East,Failed,0
TXN-3396782,2024-08-05,Current,Refund,43882.31,INR,Education,East,Completed,0
TXN-2888874,2024-02-13,NRE,Refund,32953.31,INR,Online Shopping,West,Completed,0
TXN-2222613,2024-03-12,Salary,Transfer,58664.49,INR,Fuel,Central,Completed,0
TXN-4632102,2023-04-13,Salary,Purchase,49045.5,INR,Fuel,South,Completed,0
TXN-9832622,2024-02-04,Current,Fee,57754.25,INR,Education,North-East,Completed,0
TXN-4906630,2023-10-07,Credit Card,Withdrawal,120514.04,INR,Dining,South,Pending,0
TXN-5777953,2023-12-10,Current,Refund,81403.92,INR,Education,West,Pending,0
TXN-7591038,2024-03-21,Savings,Deposit,39832.34,INR,,International,Completed,0
TXN-4927888,2024-03-23,Credit Card,Refund,69158.53,INR,Electronics,South,Completed,0
TXN-3873848,2024-01-16,Salary,Purchase,101563.76,INR,Travel,North-East,Completed,0
TXN-6895318,2024-12-05,Credit Card,Withdrawal,141686.21,INR,Education,Central,Completed,0
TXN-8968922,2024-08-13,Credit Card,Fee,41451.47,INR,Grocery,West,Completed,0
TXN-3407129,2024-05-04,Salary,Purchase,27500.37,INR,Fuel,Central,Pending,0
TXN-9251761,2024-06-05,NRE,Deposit,71318.58,INR,Grocery,North-East,Completed,0
TXN-7432946,2024-03-10,Savings,Transfer,103597.72,INR,Dining,South,Completed,0
TXN-9078875,2023-10-25,NRE,Transfer,74461.02,INR,Online Shopping,North-East,Completed,0
TXN-7046049,2024-04-23,Salary,Deposit,28980.44,INR,Entertainment,East,Completed,0
TXN-5942378,2024-04-03,Salary,Withdrawal,34000.12,INR,Fuel,North,Completed,0
TXN-6916414,2024-07-01,NRE,Transfer,26869.02,INR,Online Shopping,West,Pending,1
TXN-4770426,2023-08-04,Current,Deposit,81295.11,INR,Utilities,International,Completed,0
TXN-3001522,2023-03-09,Credit Card,Purchase,52843.26,INR,Dining,International,Completed,0
TXN-9149590,2024-04-19,Credit Card,Transfer,85961.64,INR,Utilities,South,Completed,0
TXN-5619993,2024-06-29,NRE,Purchase,21290.74,INR,Grocery,North,Completed,0
TXN-8240335,2023-08-08,Savings,Deposit,17697.9,INR,Utilities,East,Completed,1
TXN-5672907,2023-06-13,Savings,Transfer,141923.07,INR,Entertainment,North-East,Completed,0
TXN-2773124,2023-06-30,Savings,Fee,94937.68,INR,Grocery,North-East,Completed,0
TXN-5342134,2024-02-26,Salary,Transfer,26969.77,INR,Grocery,West,Completed,0
TXN-9777496,2024-09-27,NRE,Purchase,66342.1,INR,Entertainment,International,Completed,0
TXN-7228015,2023-09-20,Current,Purchase,2175.02,INR,Utilities,South,Completed,0
TXN-6849326,2023-04-30,Salary,Refund,9941.87,INR,Travel,West,Completed,0
TXN-8358596,2023-12-14,Salary,Fee,85799.47,INR,Dining,East,Completed,0
TXN-2145145,2024-11-27,Credit Card,Refund,30930.13,INR,Education,International,Completed,0
TXN-9615976,2023-12-15,Current,Transfer,40493.4,INR,Healthcare,North,Pending,0
TXN-8703217,2023-01-27,Credit Card,Purchase,84073.89,INR,Entertainment,Central,Failed,0
TXN-1770942,2024-06-02,Savings,Refund,70736.02,INR,Travel,North-East,Completed,0
TXN-5579245,2024-03-21,Credit Card,Refund,31783.06,INR,Education,West,Completed,0
TXN-6540784,2024-03-03,Current,Purchase,63309.02,INR,Utilities,South,Completed,0
TXN-2429901,2023-07-07,Current,Withdrawal,73141.43,INR,Dining,South,Completed,0
TXN-4791508,2023-10-26,Savings,Deposit,53670.52,INR,Electronics,East,Completed,0
TXN-2801805,2024-12-09,Salary,Purchase,124288.49,INR,Utilities,North-East,Completed,0
TXN-4808727,2023-02-13,Salary,Transfer,140813.12,INR,Travel,International,Completed,0
TXN-1337291,2023-11-27,Savings,Transfer,134860.45,INR,Electronics,International,Completed,0
TXN-6613954,2023-07-18,Savings,Purchase,68677.91,INR,Grocery,International,Completed,1
TXN-3104420,2023-04-30,Credit Card,Purchase,36880.28,INR,Education,East,Completed,0
TXN-9415393,2024-07-23,Savings,Deposit,75837.54,INR,Education,East,Completed,0
TXN-7159013,2024-09-14,NRE,Withdrawal,31106.52,INR,Utilities,West,Completed,0
TXN-8684062,2024-10-13,Salary,Refund,105310.3,INR,Electronics,International,Completed,0
TXN-9127395,2023-11-09,Credit Card,Transfer,105341.56,INR,Grocery,East,Completed,0
TXN-1911760,2023-10-16,Current,Deposit,29371.45,INR,Entertainment,South,Completed,0
TXN-9286492,2023-04-10,Salary,Refund,26344.79,INR,Electronics,East,Completed,0
TXN-3813973,2023-07-28,Salary,Refund,23118.2,INR,Grocery,West,Completed,0
TXN-1299194,2024-02-24,NRE,Transfer,105044.01,INR,Utilities,North,Completed,0
TXN-9961329,2023-11-26,Savings,Fee,137374.1,INR,Electronics,West,Failed,0
TXN-6411199,2024-10-09,Current,Purchase,147331.17,INR,Travel,International,Completed,0
TXN-7502569,2023-05-03,NRE,Deposit,59573.08,INR,Utilities,Central,Completed,0
TXN-3831374,2023-11-08,Credit Card,Purchase,10303.5,INR,Travel,East,Completed,0
TXN-8762948,2023-07-17,NRE,Withdrawal,38871.38,INR,Online Shopping,East,Completed,0
TXN-4513247,2024-03-02,Current,Refund,3108.42,INR,Online Shopping,Central,Completed,0
TXN-5640748,2023-09-28,NRE,Deposit,24353.37,INR,Grocery,South,Pending,0
TXN-8848934,2023-06-07,Current,Transfer,93953.6,INR,Electronics,West,Completed,0
TXN-6649633,2023-01-26,Current,Refund,44779.23,INR,Fuel,Central,Completed,0
TXN-2560696,2023-02-08,NRE,Withdrawal,41226.07,INR,Education,East,Completed,0
TXN-5852927,2023-11-06,Credit Card,Deposit,106681.72,INR,Electronics,Central,Completed,0
TXN-8211231,2023-05-18,Current,Fee,126876.03,INR,Grocery,Central,Completed,0
TXN-8596642,2023-07-07,Savings,Deposit,41885.21,INR,Healthcare,West,Completed,0
TXN-3998758,2023-04-19,Credit Card,Withdrawal,126962.0,INR,Entertainment,North,Pending,0
TXN-1058692,2024-01-14,Salary,Refund,137253.15,INR,Entertainment,West,Completed,0
TXN-6089792,2023-10-25,Credit Card,Deposit,89148.07,INR,Grocery,Central,Pending,0
TXN-5736064,2024-07-29,Savings,Fee,4768.22,INR,Utilities,North-East,Pending,0
TXN-5648455,2023-03-16,Savings,Deposit,76620.93,INR,Travel,South,Completed,0
TXN-7876191,2023-03-02,Savings,Fee,70075.1,INR,Entertainment,South,Completed,0
TXN-9805657,2023-02-07,Current,Fee,71431.84,INR,Dining,East,Completed,0
TXN-9640714,2024-11-02,NRE,Deposit,122773.62,INR,Entertainment,North-East,Completed,0
TXN-3365627,2023-01-29,Credit Card,Withdrawal,9780.61,INR,Education,International,Completed,0
TXN-7078953,2024-01-13,Savings,Purchase,85203.86,INR,Healthcare,International,Completed,0
TXN-8239154,2024-05-29,Savings,Refund,85372.05,INR,Utilities,East,Completed,0
TXN-3533559,2024-01-17,Credit Card,Purchase,15902.22,INR,Electronics,East,Pending,0
TXN-9294621,2024-12-30,NRE,Fee,123608.92,INR,Travel,International,Completed,0
TXN-1754743,2023-04-23,NRE,Deposit,112334.67,INR,Education,North,Completed,0
TXN-4848581,2023-06-18,NRE,Purchase,76721.87,INR,,North-East,Pending,0
TXN-2354264,2023-02-03,Savings,Transfer,55696.3,INR,Online Shopping,Central,Completed,0
TXN-8852429,2023-07-05,Current,Purchase,39595.51,INR,Grocery,Central,Completed,0
TXN-1741860,2023-02-08,Credit Card,Withdrawal,59797.36,INR,Entertainment,Central,Completed,0
TXN-8129253,2024-09-07,NRE,Withdrawal,70600.91,INR,Electronics,Central,Pending,0
TXN-8207149,2024-09-07,Salary,Transfer,3461.14,INR,Entertainment,West,Completed,0
TXN-8061065,2024-01-04,Current,Refund,134425.53,INR,,Central,Completed,0
TXN-3787534,2023-11-05,Salary,Deposit,32593.94,INR,,North,Completed,0
TXN-6697447,2024-11-19,Current,Transfer,102108.23,INR,Grocery,East,Completed,0
TXN-2767353,2024-10-11,NRE,Deposit,8709.2,INR,Online Shopping,East,Completed,0
TXN-3396379,2023-04-11,Credit Card,Refund,113934.16,INR,Healthcare,Central,Completed,0
TXN-3473670,2024-12-18,NRE,Deposit,86354.03,INR,Travel,North,Completed,0
TXN-2613662,2024-07-02,Savings,Purchase,17349.54,INR,Online Shopping,North-East,Completed,0
TXN-1323037,2023-01-19,NRE,Transfer,111625.81,INR,Utilities,South,Completed,0
TXN-1056860,2023-12-19,Savings,Fee,18349.0,INR,Education,North-East,Completed,0
TXN-1959568,2023-11-21,Salary,Transfer,103610.11,INR,Healthcare,West,Completed,0
TXN-6262151,2024-04-06,Credit Card,Purchase,36628.77,INR,Electronics,South,Completed,0
TXN-3789587,2023-04-22,Credit Card,Purchase,138277.67,INR,Utilities,East,Completed,0
TXN-9373304,2023-11-10,Savings,Transfer,122581.08,INR,Healthcare,North-East,Completed,0
TXN-4579484,2023-04-19,NRE,Refund,125369.92,INR,Education,East,Completed,0
TXN-9934975,2024-11-05,Savings,Fee,109540.71,INR,Utilities,East,Completed,0
TXN-1100393,2024-06-15,Current,Purchase,78184.4,INR,Healthcare,East,Completed,0
TXN-7887019,2024-04-13,Savings,Fee,35368.14,INR,Grocery,International,Completed,0
TXN-3192086,2024-07-15,Current,Deposit,72846.33,INR,Fuel,North-East,Completed,0
TXN-9798092,2023-10-29,Current,Transfer,101187.03,INR,Online Shopping,International,Completed,0
TXN-1788985,2024-05-02,Salary,Deposit,32969.71,INR,Online Shopping,East,Completed,0
TXN-6620225,2023-06-04,Salary,Fee,132815.0,INR,Dining,South,Completed,0
TXN-7701120,2023-03-30,NRE,Transfer,89636.94,INR,Dining,West,Pending,0
TXN-7308301,2024-10-23,Credit Card,Purchase,53662.15,INR,Grocery,International,Completed,0
TXN-8965396,2023-06-29,Current,Transfer,68073.51,INR,Grocery,Central,Completed,0
TXN-5740479,2023-11-24,Credit Card,Purchase,93397.15,INR,Education,Central,Completed,0
TXN-5311072,2023-04-30,Current,Refund,137705.7,INR,Electronics,North,Completed,0
TXN-5232781,2024-07-02,NRE,Deposit,114961.29,INR,Dining,North,Completed,0
TXN-5864909,2023-07-17,Credit Card,Transfer,1098.49,INR,Dining,West,Completed,0
TXN-3005987,2024-02-18,NRE,Deposit,21188.13,INR,Education,International,Completed,0
TXN-3097860,2024-11-21,Salary,Transfer,120689.88,INR,Fuel,North,Completed,0
TXN-7654555,2024-03-23,NRE,Refund,143747.98,INR,Grocery,South,Completed,0
TXN-3547267,2023-07-24,NRE,Transfer,125175.12,INR,Grocery,West,Completed,0
TXN-8552066,2024-12-20,Savings,Refund,116641.98,INR,Online Shopping,Central,Pending,0
TXN-6228205,2023-02-10,NRE,Refund,6287.55,INR,Dining,West,Completed,0
TXN-7326676,2024-02-14,Current,Refund,106193.64,INR,Education,West,Completed,0
TXN-5480182,2023-07-14,NRE,Withdrawal,139624.54,INR,Fuel,Central,Pending,0
TXN-2369954,2024-10-16,Savings,Purchase,111584.51,INR,,South,Completed,0
TXN-1682608,2023-09-25,Current,Withdrawal,103437.5,INR,Electronics,International,Completed,0
TXN-7468736,2024-12-25,Current,Fee,136421.35,INR,Grocery,South,Completed,0
TXN-2538230,2024-03-08,Credit Card,Withdrawal,126622.51,INR,Utilities,South,Completed,0
TXN-1335300,2024-09-06,Salary,Deposit,86310.46,INR,Utilities,North,Completed,0
TXN-3573167,2023-11-02,Current,Deposit,30174.6,INR,Utilities,South,Completed,0
TXN-2281503,2024-10-02,Current,Refund,21682.54,INR,Travel,Central,Completed,0
TXN-4053107,2024-03-07,Savings,Transfer,131631.05,INR,Grocery,West,Completed,0
TXN-7996026,2024-09-25,Salary,Purchase,130250.43,INR,Utilities,Central,Completed,0
TXN-9523589,2024-05-30,Savings,Purchase,97674.23,INR,Electronics,North,Completed,0
TXN-6210009,2024-11-01,Savings,Deposit,139285.33,INR,Utilities,North-East,Completed,0
TXN-2722062,2023-01-20,Savings,Deposit,83812.8,INR,Grocery,North,Completed,0
TXN-5235328,2023-06-04,Credit Card,Purchase,50631.65,INR,Dining,North-East,Completed,0
TXN-1711955,2024-06-11,Savings,Fee,30477.68,INR,Entertainment,East,Completed,0
TXN-4286287,2023-08-08,NRE,Purchase,10126.78,INR,,Central,Completed,0
TXN-6822346,2024-10-25,Savings,Deposit,61701.04,INR,Grocery,East,Completed,0
TXN-3825837,2024-02-29,NRE,Purchase,4319934.66,INR,Grocery,South,Completed,0
TXN-2524217,2024-02-16,Current,Transfer,105077.06,INR,Entertainment,North-East,Failed,0
TXN-5017441,2024-10-18,Credit Card,Refund,84372.05,INR,Electronics,East,Completed,0
TXN-3900863,2023-03-29,NRE,Transfer,147094.96,INR,Electronics,International,Completed,0
TXN-7650372,2024-05-29,Current,Fee,62845.71,INR,Grocery,South,Completed,0
TXN-4091786,2023-04-16,Credit Card,Purchase,64792.92,INR,Healthcare,North-East,Completed,0
TXN-4350410,2024-10-19,Current,Fee,131518.11,INR,Utilities,North-East,Completed,0
TXN-5990409,2023-11-07,Credit Card,Purchase,29588.23,INR,Grocery,North,Completed,0
TXN-7465159,2023-05-27,Current,Refund,78422.71,INR,Grocery,East,Completed,0
TXN-9974625,2024-12-29,Salary,Purchase,116274.94,INR,Electronics,North,Completed,0
TXN-3897092,2023-10-30,Salary,Fee,81486.61,INR,Online Shopping,Central,Completed,0
TXN-5770859,2024-02-02,Credit Card,Purchase,92584.59,INR,Utilities,North-East,Completed,0
TXN-5768000,2023-12-01,NRE,Transfer,1839.1,INR,Dining,South,Completed,0
TXN-1119529,2023-03-09,NRE,Refund,146545.58,INR,Online Shopping,North-East,Completed,0
TXN-3444615,2024-05-12,NRE,Withdrawal,86289.08,INR,Utilities,East,Completed,0
TXN-6327069,2023-06-25,Salary,Refund,62306.16,INR,Travel,North,Completed,0
TXN-8491453,2024-10-31,Current,Transfer,135706.98,INR,Education,International,Completed,0
TXN-4223509,2023-12-27,NRE,Withdrawal,34284.47,INR,Education,North,Pending,0
TXN-4345783,2023-02-27,Savings,Fee,131426.97,INR,Education,West,Completed,0
TXN-8831821,2023-12-30,Savings,Refund,46165.75,INR,Utilities,International,Completed,0
TXN-3937578,2023-04-14,NRE,Refund,46454.2,INR,Grocery,International,Completed,0
TXN-4335710,2023-10-17,Credit Card,Transfer,1211710.0,INR,Education,North,Completed,0
TXN-7461306,2023-12-19,Credit Card,Purchase,146576.69,INR,Entertainment,South,Completed,0
TXN-3339598,2023-06-08,Credit Card,Fee,90370.43,INR,Travel,Central,Completed,0
TXN-2744864,2023-09-04,Current,Purchase,11614.39,INR,Utilities,West,Completed,0
TXN-1839500,2024-04-22,NRE,Refund,9586.32,INR,Fuel,North-East,Completed,0
TXN-2447560,2023-11-21,Salary,Fee,144608.65,INR,Grocery,West,Completed,0
TXN-9418776,2023-02-23,Credit Card,Purchase,116385.57,INR,Education,North,Completed,0
TXN-6501516,2023-12-04,Current,Purchase,26990.41,INR,Fuel,North,Failed,0
TXN-4625259,2023-08-27,Current,Fee,96733.07,INR,Electronics,West,Completed,0
TXN-9045616,2024-02-03,Credit Card,Transfer,62328.65,INR,,International,Completed,0
TXN-8323009,2024-04-21,Savings,Transfer,90363.23,INR,Education,South,Completed,0
TXN-1388835,2023-08-01,Current,Transfer,126164.66,INR,Education,International,Completed,0
TXN-1301834,2024-04-01,Savings,Deposit,48132.77,INR,Education,West,Pending,0
TXN-3925865,2024-08-05,Salary,Refund,87194.78,INR,Travel,North-East,Completed,0
TXN-5668727,2023-08-05,Current,Withdrawal,127474.62,INR,Utilities,North,Completed,0
TXN-1004412,2024-07-23,NRE,Withdrawal,62891.77,INR,Utilities,Central,Completed,0
TXN-5742809,2024-04-22,NRE,Fee,117445.81,INR,Grocery,West,Completed,0
TXN-6156637,2024-02-12,NRE,Transfer,117625.44,INR,Travel,International,Completed,0
TXN-1186715,2023-03-26,Current,Transfer,9722.42,INR,Electronics,North,Completed,0
TXN-1050775,2023-09-25,Savings,Deposit,145578.28,INR,Electronics,International,Completed,0
TXN-2999889,2023-07-09,Salary,Deposit,56619.87,INR,Entertainment,International,Completed,0
TXN-9721168,2023-11-13,Salary,Withdrawal,63966.75,INR,Electronics,Central,Completed,0
TXN-6646278,2024-01-12,Savings,Purchase,49764.75,INR,Utilities,South,Completed,1
TXN-6903560,2023-01-30,Current,Purchase,128125.61,INR,Utilities,North-East,Completed,0
TXN-3796314,2024-09-11,Savings,Purchase,21876.94,INR,,West,Completed,0
TXN-7460699,2024-03-04,Salary,Fee,71281.49,INR,Electronics,International,Pending,0
TXN-8994269,2024-08-16,NRE,Fee,81924.58,INR,Grocery,South,Completed,0
TXN-2159714,2024-05-22,Salary,Fee,143078.76,INR,Utilities,South,Completed,0
TXN-6754397,2024-11-07,NRE,Transfer,40319.21,INR,Education,International,Completed,0
TXN-5332301,2023-08-24,Savings,Purchase,84785.97,INR,Utilities,South,Completed,0
TXN-6919529,2023-07-30,Savings,Fee,39791.91,INR,Grocery,West,Completed,0
TXN-5395948,2023-02-11,Credit Card,Fee,139961.2,INR,Entertainment,North,Completed,0
TXN-1539376,2023-10-29,Current,Fee,149114.79,INR,Fuel,South,Pending,0
TXN-3179368,2023-09-29,Credit Card,Fee,32712.43,INR,Electronics,North,Completed,0
TXN-2405276,2023-05-10,Savings,Purchase,6822.06,INR,Grocery,East,Completed,0
TXN-1646204,2024-08-12,Salary,Withdrawal,36610.56,INR,Utilities,East,Completed,0
TXN-4832512,2024-12-11,Salary,Withdrawal,144989.09,INR,Entertainment,International,Failed,0
TXN-4973122,2023-02-15,Salary,Transfer,35886.52,INR,Entertainment,International,Completed,0
TXN-1708852,2023-02-05,Salary,Transfer,33864.73,INR,Fuel,East,Failed,0
TXN-3395334,2024-03-12,Current,Deposit,141395.2,INR,Electronics,West,Completed,0
TXN-9986171,2024-08-10,Salary,Deposit,81832.43,INR,Healthcare,Central,Completed,0
TXN-9778658,2024-10-13,NRE,Refund,66726.65,INR,,West,Failed,0
TXN-6976066,2023-12-23,Savings,Refund,141621.04,INR,Dining,East,Completed,0
TXN-7750919,2024-11-09,Savings,Withdrawal,73482.56,INR,Entertainment,Central,Completed,0
TXN-1183816,2024-03-15,Credit Card,Refund,37226.08,INR,Online Shopping,International,Completed,0
TXN-5053229,2024-11-03,Credit Card,Deposit,45191.86,INR,Travel,West,Completed,0
TXN-6891257,2024-11-22,Current,Fee,88628.19,INR,Electronics,North,Failed,0
TXN-9210310,2023-07-28,Savings,Withdrawal,137121.78,INR,Utilities,North,Completed,0
TXN-3355954,2024-06-23,Savings,Refund,53025.09,INR,Fuel,Central,Completed,0
TXN-9948574,2023-07-18,NRE,Transfer,134715.88,INR,Grocery,North,Completed,0
TXN-6627259,2023-10-23,Current,Withdrawal,92626.09,INR,Travel,North-East,Pending,0
TXN-3568508,2023-12-24,Savings,Deposit,97269.97,INR,Entertainment,North-East,Completed,0
TXN-4811019,2024-02-10,Savings,Fee,1597.6,INR,Fuel,North-East,Completed,0
TXN-7413502,2023-03-12,Salary,Purchase,14379.62,INR,,North-East,Pending,0
TXN-3730232,2023-02-14,Salary,Fee,63302.13,INR,Fuel,East,Pending,0
TXN-1804840,2023-05-23,Salary,Purchase,53617.28,INR,Fuel,East,Completed,0
TXN-8536283,2024-03-23,Current,Withdrawal,62314.2,INR,Travel,North-East,Completed,0
TXN-4826915,2023-06-26,Savings,Deposit,66607.03,INR,Dining,Central,Completed,0
TXN-8062161,2024-06-08,Savings,Deposit,1707.03,INR,Fuel,North,Completed,0
TXN-2224953,2023-04-12,Salary,Refund,100411.87,INR,Dining,South,Completed,0
TXN-9045871,2024-04-05,Salary,Fee,128621.73,INR,Travel,North-East,Completed,0
TXN-1788387,2023-05-22,NRE,Withdrawal,149725.9,INR,Grocery,South,Completed,0
TXN-8582741,2024-11-28,Savings,Purchase,127958.25,INR,Fuel,West,Completed,0
TXN-7587580,2023-01-14,Current,Deposit,67910.89,INR,Healthcare,International,Completed,0
TXN-3974956,2023-03-30,NRE,Transfer,122578.96,INR,Utilities,North-East,Completed,0
TXN-8385803,2023-05-18,NRE,Withdrawal,68994.83,INR,Education,West,Completed,0
TXN-9731739,2023-07-10,Credit Card,Deposit,144222.4,INR,,West,Completed,0
TXN-5399543,2024-11-14,NRE,Transfer,65180.21,INR,Fuel,South,Completed,0
TXN-2549043,2024-08-12,Savings,Purchase,136591.77,INR,Travel,West,Completed,0
TXN-3964016,2024-10-24,Credit Card,Transfer,79020.87,INR,Travel,International,Completed,0
TXN-6110226,2023-07-02,NRE,Fee,91125.57,INR,Healthcare,East,Completed,0
TXN-2421441,2024-03-22,Salary,Deposit,102588.99,INR,Education,East,Completed,0
TXN-5968697,2023-05-01,NRE,Deposit,721.37,INR,Online Shopping,Central,Completed,0
TXN-7877452,2023-01-16,Current,Purchase,48414.0,INR,Education,North-East,Completed,0
TXN-7391627,2023-10-17,Credit Card,Transfer,80540.19,INR,Utilities,West,Completed,0
TXN-9126124,2023-05-17,Current,Purchase,40578.43,INR,Utilities,West,Completed,0
TXN-5759881,2023-06-28,NRE,Withdrawal,18592.12,INR,Healthcare,Central,Failed,0
TXN-7208037,2023-12-22,Credit Card,Deposit,117196.18,INR,Entertainment,International,Completed,0
TXN-3655669,2023-04-17,Salary,Deposit,39503.28,INR,,Central,Completed,0
TXN-8478366,2024-07-07,NRE,Refund,24210.81,INR,Grocery,North-East,Completed,0
TXN-8216800,2024-10-02,Current,Transfer,55249.23,INR,,South,Completed,0
TXN-1653536,2023-01-20,Current,Fee,144933.37,INR,Healthcare,East,Completed,0
TXN-8582542,2023-03-28,Current,Transfer,140881.74,INR,Entertainment,South,Completed,0
TXN-8330373,2024-01-18,Credit Card,Deposit,68568.64,INR,Fuel,Central,Completed,0
TXN-5914379,2023-08-29,NRE,Refund,53500.89,INR,,Central,Completed,0
TXN-7497073,2024-07-26,Salary,Deposit,146916.35,INR,Healthcare,South,Completed,0
TXN-3850379,2023-08-23,Current,Refund,5546.83,INR,Education,International,Failed,0
TXN-3312352,2023-09-27,Salary,Withdrawal,30578.79,INR,Fuel,West,Completed,0
TXN-5188974,2023-10-08,Salary,Refund,103617.85,INR,,North,Completed,0
TXN-1067974,2023-11-27,Savings,Refund,139725.64,INR,,International,Pending,0
TXN-5164034,2024-05-01,Current,Fee,13469.68,INR,Online Shopping,International,Completed,0
TXN-3689245,2024-06-19,Salary,Purchase,141186.48,INR,Dining,North,Completed,0
TXN-2768715,2023-10-06,Savings,Fee,30964.0,INR,Utilities,Central,Completed,0
TXN-6472074,2024-06-16,Credit Card,Transfer,31118.75,INR,Fuel,West,Completed,0
TXN-8638456,2024-09-13,Credit Card,Withdrawal,77224.02,INR,Electronics,Central,Pending,0
TXN-6336347,2024-10-20,Savings,Transfer,62243.02,INR,Online Shopping,East,Completed,0
TXN-1266963,2023-01-28,Savings,Refund,132310.83,INR,Travel,International,Completed,0
